"Trans_X","Trans_Y","Lon","Lat","Line","StopName"
-8365788.30712638,4867284.22996345,-75.151155,40.009234,"BSL","Erie"
-8365602.06961828,4868403.24210504,-75.149482,40.016933,"BSL","Hunting Park"
-8365415.83211018,4869511.91388571,-75.147809,40.02456,"BSL","Wyoming"
-8365268.44510437,4870392.45649181,-75.146485,40.030617,"BSL","Logan"
-8365067.29078451,4871616.94336753,-75.144678,40.039039,"BSL","Olney Transit Center"
-8364185.52909793,4872025.67242373,-75.136757,40.04185,"BSL","Fern Rock Transit Center"
-8377744.02043757,4860470.84868625,-75.258555,39.962338,"MFL","69th St Transit Center"
-8377041.37181169,4860758.71298662,-75.252243,39.96432,"MFL","Millbourne"
-8376431.7862801,4860525.45802316,-75.246767,39.962714,"MFL","63rd St"
-8375762.75614043,4860415.36823129,-75.240757,39.961956,"MFL","60th St"
-8374883.55480215,4860271.00431158,-75.232859,39.960962,"MFL","56th St"
-8373996.33846053,4860127.80434787,-75.224889,39.959976,"MFL","52nd St"
-8372787.29747102,4859930.72623265,-75.214028,39.958619,"MFL","46th St"
-8371444.2278146,4859712.59421998,-75.201963,39.957117,"MFL","40th St"
-8370277.26559261,4859525.68997516,-75.19148,39.95583,"MFL","34th St"
-8369364.00049015,4859378.14412013,-75.183276,39.954814,"MFL","Drexel Station at 30th S"
-8367361.36285077,4859052.70869874,-75.165286,39.952573,"MFL","15th St/City Hall"
-8366934.34128409,4858978.93901031,-75.16145,39.952065,"MFL","13th St"
-8366586.13391689,4858924.9190348,-75.158322,39.951693,"MFL","11th St"
-8366059.25876697,4858839.09758107,-75.153589,39.951102,"MFL","8th-Market"
-8365541.62313478,4858756.03589883,-75.148939,39.95053,"MFL","5th St/Independence Hall"
-8364964.87685298,4858649.30556108,-75.143758,39.949795,"MFL","2nd St"
-8364584.05287497,4860208.69900261,-75.140337,39.960533,"MFL","Spring Garden"
-8364117.51288906,4861420.60014732,-75.136146,39.968877,"MFL","Front-Girard"
-8363817.1729029,4862836.75402676,-75.133448,39.978626,"MFL","Berks"
-8363649.52574976,4863837.14612758,-75.131942,39.985512,"MFL","York-Dauphin"
-8363129.88636674,4864315.29536102,-75.127274,39.988803,"MFL","Huntingdon"
-8362597.22260329,4864696.11680533,-75.122489,39.991424,"MFL","Somerset"
-8361589.89253111,4865429.46809189,-75.11344,39.996471,"MFL","Kensington-Allegheny"
-8360810.54477606,4865984.56692023,-75.106439,40.000291,"MFL","Tioga"
-8359693.45368595,4866788.78873719,-75.096404,40.005825,"MFL","Erie-Torresdale"
-8358830.39367383,4867526.50958565,-75.088651,40.010901,"MFL","Church"
-8358290.60546298,4868349.60687258,-75.083802,40.016564,"MFL","Arrott Transit Center"
-8357629.25636817,4869274.81894299,-75.077861,40.022929,"MFL","Frankford Transit Center"
-8357648.95991804,4869294.29801949,-75.078038,40.023063,"MFL","Frankford Transit Center"
-8358299.84498071,4868356.14773906,-75.083885,40.016609,"MFL","Arrott Transit Center"
-8358842.30485935,4867531.74184433,-75.088758,40.010937,"MFL","Church"
-8359700.02153591,4866797.94451082,-75.096463,40.005888,"MFL","Erie-Torresdale"
-8360817.11262602,4865993.72195178,-75.106498,40.000354,"MFL","Tioga"
-8361596.46038106,4865438.62261131,-75.113499,39.996534,"MFL","Kensington-Allegheny"
-8362603.79045325,4864705.27064828,-75.122548,39.991487,"MFL","Somerset"
-8363136.34289721,4864324.44885272,-75.127332,39.988866,"MFL","Huntingdon"
-8363665.33311746,4863841.06886259,-75.132084,39.985539,"MFL","York-Dauphin"
-8363830.30860281,4862836.75402676,-75.133566,39.978626,"MFL","Berks"
-8364129.31275508,4861423.2146673,-75.136252,39.968895,"MFL","Front-Girard"
-8364598.52440878,4860211.31320352,-75.140467,39.960551,"MFL","Spring Garden"
-8364963.54101909,4858658.45383081,-75.143746,39.949858,"MFL","2nd St"
-8365541.62313478,4858766.34596498,-75.148939,39.950601,"MFL","5th St/Independence Hall"
-8366059.25876697,4858849.55294694,-75.153589,39.951174,"MFL","8th-Market"
-8366586.13391689,4858935.22927626,-75.158322,39.951764,"MFL","11th St"
-8366934.34128409,4858989.39452338,-75.16145,39.952137,"MFL","13th St"
-8367361.36285077,4859063.16428946,-75.165286,39.952645,"MFL","15th St/City Hall"
-8369361.32882237,4859388.60005344,-75.183252,39.954886,"MFL","Drexel Station at 30th S"
-8370277.26559261,4859536.00084027,-75.19148,39.955901,"MFL","34th St"
-8371444.2278146,4859722.90527914,-75.201963,39.957188,"MFL","40th St"
-8372787.29747102,4859941.18274774,-75.214028,39.958691,"MFL","46th St"
-8374000.34596219,4860135.64688878,-75.224925,39.96003,"MFL","52nd St"
-8374882.21896826,4860282.62306046,-75.232847,39.961042,"MFL","56th St"
-8375762.75614043,4860425.68002015,-75.240757,39.962027,"MFL","60th St"
-8376431.7862801,4860535.91516448,-75.246767,39.962786,"MFL","63rd St"
-8377041.37181169,4860769.02513202,-75.252243,39.964391,"MFL","Millbourne"
-8377749.25245364,4860498.15331717,-75.258602,39.962526,"MFL","69th St Transit Center"
-8377744.02043757,4860470.84868625,-75.258555,39.962338,"MFL","69th St Transit Center"
-8358335.13325929,4868393.93949651,-75.084202,40.016869,"K","Arrott Transit Center"
-8358556.99300444,4868547.72436381,-75.086195,40.017927,"K","Arrott St & Leiper St"
-8358807.57317822,4868734.21715131,-75.088446,40.01921,"K","Arrott St & Oakland St"
-8358936.25850958,4868830.59009067,-75.089602,40.019873,"K","Arrott St & Horrocks St"
-8359135.63171759,4868998.62719908,-75.091393,40.021029,"K","Arrott St & Large St"
-8359388.77223965,4869214.92829072,-75.093667,40.022517,"K","Arrott St & Castor Av"
-8359514.78590323,4869323.08060554,-75.094799,40.023261,"K","Arrott St & Adams Av"
-8359576.56822062,4869431.08873138,-75.095354,40.024004,"K","Adams Av & Ramona Av"
-8359746.21912459,4869717.03247716,-75.096878,40.025971,"K","Adams Av & Roosevelt Blvd"
-8359929.56232592,4869986.26615293,-75.098525,40.027823,"K","Roosevelt Blvd & Langdon St"
-8360214.54022236,4870227.7395064,-75.101085,40.029484,"K","Roosevelt Blvd & Tower Blvd - FS"
-8360555.73446164,4870417.898459,-75.10415,40.030792,"K","Adams Av & Whitaker Av - FS"
-8360695.99702004,4870563.57315091,-75.10541,40.031794,"K","Adams Av & Montour St"
-8360850.73111224,4870754.90164615,-75.1068,40.03311,"K","Adams Av & Tabor Rd"
-8361029.84417292,4871070.83436255,-75.108409,40.035283,"K","Adams Av & Foulkrod St"
-8361085.50391832,4871355.22603344,-75.108909,40.037239,"K","Adams Av & Hill Creek Dr - FS"
-8361196.48945064,4871624.2133921,-75.109906,40.039089,"K","Adams Av & Rising Sun Av"
-8361654.23519679,4872103.31976273,-75.114018,40.042384,"K","Crescentville Av & Adams Ave - FS"
-8361828.45019988,4871940.31921531,-75.115583,40.041263,"K","Crescentville Av & Hammond Av"
-8362106.1923294,4871936.10246597,-75.118078,40.041234,"K","Champlost St & A St"
-8362316.6974865,4871969.25488847,-75.119969,40.041462,"K","Champlost St & Front St"
-8362284.30351467,4872206.5596759,-75.119678,40.043094,"K","Front St & Spencer St - FS"
-8362303.3391476,4872422.05828285,-75.119849,40.044576,"K","Godfrey Av & Front St - FS"
-8362703.31007802,4872492.1472334,-75.123442,40.045058,"K","Godfrey Av & 2nd St"
-8362930.8471172,4872529.22768775,-75.125486,40.045313,"K","Godfrey Av & 3rd St"
-8363045.28355374,4872547.69525989,-75.126514,40.04544,"K","Godfrey Av & 4th St"
-8363242.65301092,4872584.63050739,-75.128287,40.045694,"K","Godfrey Av & 5th St"
-8363239.75870415,4872665.19054036,-75.128261,40.046248,"K","5th St & Medary Av"
-8363214.26654076,4872828.6392615,-75.128032,40.047372,"K","5th St & Chelten Av - FS"
-8363176.64055288,4873053.02209987,-75.127694,40.048915,"K","5th St & 64th Av"
-8363145.80505392,4873228.11113492,-75.127417,40.050119,"K","5th St & 65th Av"
-8363146.25033189,4873477.37112653,-75.127421,40.051833,"K","66th Av & 5th St - FS"
-8363320.02005701,4873507.76556828,-75.128982,40.052042,"K","66th Av & 6th St"
-8363505.47832868,4873539.46896089,-75.130648,40.05226,"K","66th Av & 7th St"
-8363627.81844906,4873559.39270447,-75.131747,40.052397,"K","66th Av & 8th St"
-8363844.89145611,4873596.33172187,-75.133697,40.052651,"K","66th Av & 10th St"
-8364006.74999572,4873624.10879021,-75.135151,40.052842,"K","66th Av & Lawnton Av"
-8364163.37651927,4873650.57706388,-75.136558,40.053024,"K","66th Av & 11th St"
-8364284.38080576,4873670.35560024,-75.137645,40.05316,"K","66th Av & 12th St"
-8364460.71087917,4873700.75063378,-75.139229,40.053369,"K","66th Av & 13th St"
-8364693.59125391,4873739.14449358,-75.141321,40.053633,"K","66th Av & Broad St"
-8364777.97142794,4873686.2075439,-75.142079,40.053269,"K","Old York Rd & 66th Av - FS"
-8364842.98201056,4873542.23210542,-75.142663,40.052279,"K","Old York Rd & 65th Av"
-8364947.62233191,4873338.77947069,-75.143603,40.05088,"K","Old York Rd & Chelten Av"
-8365142.3201213,4873361.46590501,-75.145352,40.051036,"K","Chelten Av 16th St"
-8365312.08234476,4873389.24231517,-75.146877,40.051227,"K","Chelten Av 17th St"
-8365492.30860036,4873417.01880316,-75.148496,40.051418,"K","Chelten Av & 18th St"
-8365623.99955797,4873412.21971852,-75.149679,40.051385,"K","Stenton Av & Chelten Av"
-8365709.3816074,4873468.2091839,-75.150446,40.05177,"K","Stenton Av & Ogontz Av - FS"
-8365862.11194877,4873468.64546669,-75.151818,40.051773,"K","20th St & Chelten Av"
-8365980.55588698,4873471.55401912,-75.152882,40.051793,"K","Chelten Av & Limekiln Pk"
-8366243.8264827,4873486.67850549,-75.155247,40.051897,"K","Chelten Av & 21st St"
-8366513.55360889,4873501.65758685,-75.15767,40.052,"K","Chelten Av & Wister St"
-8366663.94624096,4873387.93347734,-75.159021,40.051218,"K","Chelten Av & Anderson St"
-8366827.8085314,4873178.08538075,-75.160493,40.049775,"K","Chelten Av & Ardleigh St"
-8366954.71275091,4873017.53931683,-75.161633,40.048671,"K","Chelten Av & Sprague St"
-8367123.80705742,4872802.46401816,-75.163152,40.047192,"K","Chelten Av & Boyer St"
-8367332.53110266,4872538.24334859,-75.165027,40.045375,"K","Chelten Av & Chew Av - FS"
-8367448.74865105,4872389.34058139,-75.166071,40.044351,"K","Chelten Av & McMahon St"
-8367571.64536888,4872231.42466071,-75.167175,40.043265,"K","Chelten Av & Musgrave St"
-8367738.06800762,4872018.9837301,-75.16867,40.041804,"K","Chelten Av & Magnolia St"
-8367859.51757207,4871863.54557722,-75.169761,40.040735,"K","Chelten Av & Morton St"
-8368063.00960124,4871604.58433801,-75.171589,40.038954,"K","Chelten Av & Baynton St"
-8368228.09640609,4871396.0825622,-75.173072,40.03752,"K","Chelten Av & Lena St"
-8368319.15574956,4871286.01749341,-75.17389,40.036763,"K","Chelten Av & Kenyon St"
-8368407.65474474,4871166.9392243,-75.174685,40.035944,"K","Chelten Av & Germantown Av"
-8368634.85782545,4870887.20542425,-75.176726,40.03402,"K","Chelten Av & Greene St - FS"
-8368747.06787217,4870739.49055163,-75.177734,40.033004,"K","Chelten Av & Knox St"
-8368847.70069185,4870523.15620551,-75.178638,40.031516,"K","Wayne Av & Chelten Av - FS"
-8368852.82138842,4870550.34312547,-75.178684,40.031703,"K","Wayne Av & Chelten Av"
-8368646.76901096,4870374.71984472,-75.176833,40.030495,"K","Wayne Av & School House Ln"
-8368414.2225947,4870197.64587793,-75.174744,40.029277,"K","Wayne Av & Coulter St"
-8368307.91248099,4870097.33444255,-75.173789,40.028587,"K","Penn St & Wayne Av - FS detour"
-8368447.95240041,4869918.66629766,-75.175047,40.027358,"K","Penn St & Pulaski Av - detour"
-8368581.31315038,4869752.93956983,-75.176245,40.026218,"K","Penn St & Morris St - detour"
-8368717.90216558,4869353.75304928,-75.177472,40.023472,"K","King St & Queen Ln - detour"
-8368793.26546085,4869239.78577482,-75.178149,40.022688,"K","Queen Ln & Wissahickon Av - detour"
-8369124.55226545,4868856.60949125,-75.181125,40.020052,"K","Queen Ln & Stokley St - detour"
-8369330.27068444,4868671.567975,-75.182973,40.018779,"K","Queen Ln & Fox St - detour"
-8369469.42004793,4868800.35534223,-75.184223,40.019665,"K","Fox St & Midvale Av - detour"
-8369684.26666516,4868636.24622405,-75.186153,40.018536,"K","Midvale Av & McMichael St"
-8369908.46411962,4868436.9641341,-75.188167,40.017165,"K","Midvale Av & Henry Av"
-8370126.20504361,4868196.26112766,-75.190123,40.015509,"K","Midvale Av & Vaux St - FS"
-8370317.45192879,4868020.24348395,-75.191841,40.014298,"K","Midvale Av & Warden Dr"
-8370446.02594066,4867628.82981149,-75.192996,40.011605,"K","Midvale Av & Cresson St - FS"
-8370475.63692521,4867382.47821521,-75.193262,40.00991,"K","Midvale Av & Creswell St"
-8370548.3285527,4867260.68540858,-75.193915,40.009072,"K","Midvale Av & Ridge Av"
-8370566.91890766,4867169.85045821,-75.194082,40.008447,"K","River Rd & Midvale Av"
-8370566.91890766,4867169.85045821,-75.194082,40.008447,"K","River Rd & Midvale Av"
-8370574.8225915,4867190.63342148,-75.194153,40.00859,"K","Midvale Av & River Rd - FS"
-8370459.94087701,4867369.39777052,-75.193121,40.00982,"K","Midvale Av & Creswell St"
-8370427.65822468,4867626.2136562,-75.192831,40.011587,"K","Midvale Av & Cresson St"
-8370317.56324828,4867991.75537285,-75.191842,40.014102,"K","Midvale Av & Conrad St"
-8370110.50899541,4868185.79591205,-75.189982,40.015437,"K","Midvale Av & Vaux St"
-8369941.52600838,4868390.30566742,-75.188464,40.016844,"K","Midvale Av & Henry Av"
-8369687.04965243,4868607.61098741,-75.186178,40.018339,"K","Midvale Av & McMichael St"
-8369487.8990834,4868788.72661736,-75.184389,40.019585,"K","Midvale Av & Fox St"
-8369356.65340375,4868647.00262872,-75.18321,40.01861,"K","Fox St & Queen Ln - detour"
-8369135.12761707,4868822.88603544,-75.18122,40.01982,"K","Queen Ln & Stokley St - detour"
-8368793.26546085,4869208.67758814,-75.178149,40.022474,"K","Queen Ln & Wissahickon Av - detour"
-8368638.86532712,4869404.19561564,-75.176762,40.023819,"K","Queen Ln & Laurens St - detour"
-8368463.20317065,4869628.06485627,-75.175184,40.025359,"K","Queen Ln & Morris St - detour"
-8368332.51408845,4869792.48113403,-75.17401,40.02649,"K","Queen Ln & Pulaski Av - detour"
-8368171.32346579,4869997.16939855,-75.172562,40.027898,"K","Queen Ln & Wayne Av - detour"
-8368410.32641252,4870213.20151023,-75.174709,40.029384,"K","Wayne Av & Coulter St - FS"
-8368615.15427558,4870370.64914331,-75.176549,40.030467,"K","Wayne Av & School House Ln"
-8368852.82138842,4870550.34312547,-75.178684,40.031703,"K","Wayne Av & Chelten Av"
-8368744.50752388,4870710.99462861,-75.177711,40.032808,"K","Chelten Av & Knox St"
-8368616.37878998,4870884.58840933,-75.17656,40.034002,"K","Chelten Av & Greene St"
-8368418.34141586,4871127.97375204,-75.174781,40.035676,"K","Chelten Av & Germantown Av"
-8368319.26706905,4871254.90288703,-75.173891,40.036549,"K","Chelten Av & Kenyon St"
-8368218.85688836,4871383.14221993,-75.172989,40.037431,"K","Chelten Av & Lena St - FS"
-8368069.68877069,4871570.85153583,-75.171649,40.038722,"K","Chelten Av & Baynton St"
-8367871.54007708,4871827.34003373,-75.169869,40.040486,"K","Chelten Av & Morton St"
-8367747.30752535,4871986.55817057,-75.168753,40.041581,"K","Chelten Av & Magnolia St"
-8367575.65287055,4872205.39640328,-75.167211,40.043086,"K","Chelten Av & Musgrave St"
-8367452.75615272,4872363.45732074,-75.166107,40.044173,"K","Chelten Av & McMahon St"
-8367311.38039941,4872536.93462312,-75.164837,40.045366,"K","Chelten Av & Chew Av"
-8367127.81455909,4872771.34465212,-75.163188,40.046978,"K","Chelten Av & Boyer St"
-8366958.72025258,4872986.4192756,-75.161669,40.048457,"K","Chelten Av & Sprague St"
-8366831.81603307,4873146.96483548,-75.160529,40.049561,"K","Chelten Av & Ardleigh St"
-8366668.06506211,4873356.81227322,-75.159058,40.051004,"K","Chelten Av & Anderson St"
-8366570.21522971,4873481.0068204,-75.158179,40.051858,"K","Chelten Av & Wister St"
-8366403.90391046,4873664.974671,-75.156685,40.053123,"K","Wyncote Av & 65th Av"
-8366279.78267823,4873789.17307952,-75.15557,40.053977,"K","Wyncote Av & Stenton Av"
-8366162.22929595,4873908.28285128,-75.154514,40.054796,"K","Wyncote Av & 66th Av"
-8365972.65220313,4873903.77439673,-75.152811,40.054765,"K","66th Av & Limekiln Pk"
-8365813.46533129,4873891.70338337,-75.151381,40.054682,"K","66th Av & 20th St"
-8365647.59929001,4873879.48695108,-75.149891,40.054598,"K","66th Av & Ogontz Av"
-8365437.09413292,4873847.78247087,-75.148,40.05438,"K","66th Av & 18th St"
-8365263.32440779,4873817.38698644,-75.146439,40.054171,"K","66th Av & 17th St"
-8365087.10565387,4873786.99159522,-75.144856,40.053962,"K","66th Av & 16th St"
-8364912.11141434,4873757.90518372,-75.143284,40.053762,"K","66th Av & 15th St"
-8364766.06024242,4873732.8909381,-75.141972,40.05359,"K","66th Av & Old York Rd"
-8364684.46305567,4873718.34780106,-75.141239,40.05349,"K","66th Av & Broad St - FS"
-8364484.42193071,4873685.33495919,-75.139442,40.053263,"K","66th Av & 13th St"
-8364309.42769119,4873656.24884601,-75.13787,40.053063,"K","66th Av & 12th St"
-8364188.42340469,4873636.32490774,-75.136783,40.052926,"K","66th Av & 11th St"
-8364031.79688115,4873609.85667213,-75.135376,40.052744,"K","66th Av & Lawnton Av"
-8363870.04966103,4873582.22507299,-75.133923,40.052554,"K","66th Av & 10th St"
-8363652.86533449,4873545.14067944,-75.131972,40.052299,"K","66th Av & 8th St"
-8363530.52521411,4873525.36239294,-75.130873,40.052163,"K","66th Av & 7th St"
-8363345.06694244,4873493.51361748,-75.129207,40.051944,"K","66th Av & 6th St"
-8363129.2184498,4873456.57498325,-75.127268,40.05169,"K","66th Av & 5th St"
-8363160.16526824,4873252.83325781,-75.127546,40.050289,"K","5th St & 65th Av"
-8363192.33660108,4873066.11004371,-75.127835,40.049005,"K","5th St & 64th Av"
-8363235.30592452,4872813.07952518,-75.128221,40.047265,"K","5th St & Chelten Av"
-8363236.08516096,4872562.67292241,-75.128228,40.045543,"K","Godfrey Av & 5th St - FS"
-8363070.33043917,4872533.59010326,-75.126739,40.045343,"K","Godfrey Av & 4th St"
-8362955.89400263,4872514.97714378,-75.125711,40.045215,"K","Godfrey Av & 3rd St"
-8362727.02112956,4872477.89674274,-75.123655,40.04496,"K","Godfrey Av & 2nd St"
-8362284.97143162,4872402.57306098,-75.119684,40.044442,"K","Godfrey Av & Front St"
-8362304.11838404,4872196.2356362,-75.119856,40.043023,"K","Front St & Spencer St"
-8362269.38670291,4871943.08191413,-75.119544,40.041282,"K","Champlost Av & Front St - FS"
-8362077.36058129,4871912.54686472,-75.117819,40.041072,"K","Champlost Av & Ella St"
-8361849.60090313,4871911.81984087,-75.115773,40.041067,"K","Champlost Av & Hammond Av"
-8361635.75616131,4872090.23308995,-75.113852,40.042294,"K","Crescentville Rd & Adams Av"
-8361194.04042185,4871574.92273,-75.109884,40.03875,"K","Adams Av & Rising Sun Av - FS"
-8361113.11115204,4871378.63491366,-75.109157,40.0374,"K","Adams Av & Hill Creek Dr"
-8361058.78724053,4871103.40232028,-75.108669,40.035507,"K","Adams Av & Bingham St"
-8360872.9950104,4870761.44409919,-75.107,40.033155,"K","Adams Av & Tabor Rd"
-8360717.0364038,4870567.64393152,-75.105599,40.031822,"K","Adams Av & Montour St"
-8360549.27793117,4870387.94963585,-75.104092,40.030586,"K","Adams Av & Whitaker Av"
-8360326.30499111,4870182.23564942,-75.102089,40.029171,"K","Roosevelt Blvd & Adams Av"
-8360007.37464999,4869921.57380883,-75.099224,40.027378,"K","Roosevelt Blvd & Langdon St"
-8359710.70820703,4869722.12051883,-75.096559,40.026006,"K","Roosevelt Blvd & Summerdale Av - FS"
-8359543.61765134,4869720.23067447,-75.095058,40.025993,"K","Roosevelt Blvd & Foulkrod St"
-8359492.52200507,4869659.02898671,-75.094599,40.025572,"K","Foulkrod St & Ramona St - FS"
-8359263.31517353,4869345.61248625,-75.09254,40.023416,"K","Foulkrod St & Castor Av - FS"
-8359154.44471153,4869264.78868718,-75.091562,40.02286,"K","Foulkrod St & Rutland St"
-8359036.3347318,4869176.1158524,-75.090501,40.02225,"K","Foulkrod St & Large St"
-8358842.08222037,4869030.02545196,-75.088756,40.021245,"K","Foulkrod St & Horrocks St"
-8358695.14049252,4868923.18458113,-75.087436,40.02051,"K","Foulkrod St & Oakland St"
-8358445.78483314,4868734.21715131,-75.085196,40.01921,"K","Foulkrod St & Leiper St"
-8358364.41028537,4868676.80083769,-75.084465,40.018815,"K","Foulkrod St & Penn St"
-8358300.95817562,4868404.11422503,-75.083895,40.016939,"K","Oxford Av & Frankford Av"
-8358335.13325929,4868393.93949651,-75.084202,40.016869,"K","Arrott Transit Center"
-8402846.78825044,4872100.84783432,-75.484057,40.042367,"204","Paoli Regional Rail Station"
-8403286.38891958,4872021.45563809,-75.488006,40.041821,"204","Lancaster Av & Plank Av"
-8403812.81879154,4871996.44577389,-75.492735,40.041649,"204","Lancaster Av & Cedar Hollow Rd"
-8404434.09286966,4872046.61097212,-75.498316,40.041994,"204","Lancaster Av & Central Av"
-8405022.52769799,4872116.26104502,-75.503602,40.042473,"204","Lancaster Av & Chester Valley Rehab"
-8405684.65602923,4872211.79440436,-75.50955,40.04313,"204","Lancaster Av & Woodview Way"
-8407057.89326766,4872662.28222453,-75.521886,40.046228,"204","Brennan Blvd & Morehall Rd - MBFS"
-8406939.67196843,4872825.87631588,-75.520824,40.047353,"204","Foundary Way & Carnegie Blvd"
-8407220.41972421,4873242.21727983,-75.523346,40.050216,"204","Matthews Rd & Morehall Rd - MBNS"
-8407246.24584608,4872703.58038929,-75.523578,40.046512,"204","Morehall Rd & Brennan Blvd"
-8407460.31322687,4872317.94366113,-75.525501,40.04386,"204","Lancaster Av & Morehall Rd - FS"
-8408102.51536926,4872145.92427266,-75.53127,40.042677,"204","Lancaster Av & Conestoga Rd - MBFS"
-8409236.74966095,4871855.25754957,-75.541459,40.040678,"204","Lancaster Av & Malin Rd - MBFS"
-8410252.54001444,4871610.1095493,-75.550584,40.038992,"204","Lancaster Av & Westgate Village Dr - FS"
-8410994.59574007,4871450.89745778,-75.55725,40.037897,"204","Lancaster Av & Church Rd - FS"
-8411188.06901507,4871409.02292136,-75.558988,40.037609,"204","Lancaster Av & Sproul Rd - MBNS"
-8411728.85910134,4871291.54252718,-75.563846,40.036801,"204","Lancaster Av & Aspen Ln - MBFS"
-8412560.30437808,4871081.44801559,-75.571315,40.035356,"204","Lancaster Av & Planebrook Rd - FS"
-8413603.59064579,4870848.82260795,-75.580687,40.033756,"204","Lancaster Av & Lockwood Ln"
-8413898.25333792,4870800.4081311,-75.583334,40.033423,"204","Lincoln Hwy & Rt 202"
-8414895.56465594,4870619.6919166,-75.592293,40.03218,"204","Lincoln Hwy & Valley Creek Blvd - FS"
-8415150.82024833,4870572.58702451,-75.594586,40.031856,"204","Lincoln Hwy & Church Farm Ln"
-8415742.81730036,4870462.53109629,-75.599904,40.031099,"204","Lincoln Hwy & Springdale Dr - MBNS"
-8416336.15018629,4870352.47638953,-75.605234,40.030342,"204","Lincoln Hwy & Belden Blvd"
-8416596.63779475,4870324.70848607,-75.607574,40.030151,"204","Lincoln Hwy & Ship Rd - MBNS"
-8415768.75474172,4870283.42022889,-75.600137,40.029867,"204","Springdale Dr & Old Lincoln Hwy - MBFS"
-8415685.48776261,4870082.50588167,-75.599389,40.028485,"204","Springdale Dr & Springdale Dr - 1"
-8416074.8833414,4869972.74614501,-75.602887,40.02773,"204","Springdale Dr & Springdale Dr - 2"
-8416434.55661616,4870208.25859638,-75.606118,40.02935,"204","Springdale Dr & Belden Blvd - FS"
-8416953.19412376,4870279.93108827,-75.610777,40.029843,"204","Lincoln Hwy & Ship Rd - MBFS"
-8418041.23082677,4870153.30519078,-75.620551,40.028972,"204","Lincoln Hwy & Exton Square Pkwy - MBNS"
-8418119.71106778,4870534.64157972,-75.621256,40.031595,"204","Exton Square Mall & County Library"
-8418667.62560147,4870739.78132678,-75.626178,40.033006,"204","Exton Square Mall & North Entrance"
-8418838.83497831,4870843.29782087,-75.627716,40.033718,"204","Swedesford Rd & Pottstown Pk - MBNS"
-8419331.31240558,4871572.88713271,-75.63214,40.038736,"204","Pottstown Pk & Sunrise Blvd - FS"
-8419748.31521809,4873226.65689431,-75.635886,40.050109,"204","Pottstown Pk & Ship Rd - FS"
-8421104.07529646,4874317.97903957,-75.648065,40.057613,"204","Gordon Dr & Pickering Way"
-8420688.40831784,4874487.70904602,-75.644331,40.05878,"204","Welsh Pool Dr & Pickering Way - FS"
-8420877.87409117,4875020.77034051,-75.646033,40.062445,"204","Welsh Pool Rd & Phillips Rd"
-8421429.35084856,4874915.61027595,-75.650987,40.061722,"204","Welsh Pool Rd & Gordon Dr"
-8421558.48145788,4874977.71712246,-75.652147,40.062149,"204","Uwchlan Av & Gordon Dr - FS"
-8421789.35808179,4874650.02426487,-75.654221,40.059896,"204","Uwchlan Av & Sheree Blvd - FS"
-8421902.23604545,4874496.58104575,-75.655235,40.058841,"204","Uwchlan Av & Marsh Creek Dr - MBNS"
-8422032.1458912,4874317.10639923,-75.656402,40.057607,"204","Uwchlan Av & Marsh Creek Dr"
-8422289.29391494,4873967.32925171,-75.658712,40.055202,"204","Uwchlan Av & Pottstown Pk - MBFS"
-8422739.35861621,4873348.37757118,-75.662755,40.050946,"204","Eagleview Blvd & Mukolian Dr - MBNS"
-8422853.46109428,4873727.21911212,-75.66378,40.053551,"204","Eagleview Blvd & Dowlin Forge Rd"
-8422978.13892397,4874087.75009458,-75.6649,40.05603,"204","Eagleview Blvd & Sherree Blvd"
-8423877.15513161,4874537.15963756,-75.672976,40.05912,"204","Eagleview Blvd & Wharton Blvd"
-8424147.88413322,4874852.04933956,-75.675408,40.061285,"204","Eagleview Blvd & Wharton Blvd - MBFS"
-8424496.98205635,4875409.27591292,-75.678544,40.065116,"204","Eagleview Blvd & Pennsylvania Dr - FS"
-8424596.7243201,4875803.76065278,-75.67944,40.067828,"204","Constitution Dr & Eagleview Blvd"
-8424596.7243201,4875803.76065278,-75.67944,40.067828,"204","Constitution Dr & Eagleview Blvd"
-8424398.79826547,4875627.60789354,-75.677662,40.066617,"204","Eagleview Blvd & Constitution Dr - FS"
-8424552.08520429,4875357.20277328,-75.679039,40.064758,"204","Eagleview Blvd & Pennsylvania Dr - FS"
-8424176.82720083,4874837.65000786,-75.675668,40.061186,"204","Eagleview Blvd & Wharton Blvd - MBNS"
-8423859.90061054,4874472.29214735,-75.672821,40.058674,"204","Eagleview Blvd & Wharton Blvd - FS"
-8423545.9796465,4874251.22227566,-75.670001,40.057154,"204","Eagleview Blvd & Sheree Blvd - MBNS"
-8423048.04756418,4874122.65496023,-75.665528,40.05627,"204","Eagleview Blvd & Sherree Blvd"
-8422883.62867628,4873680.39031392,-75.664051,40.053229,"204","Eagleview Blvd & Dowlin Forge Rd - FS"
-8422785.4448854,4873340.52457918,-75.663169,40.050892,"204","Eagleview Blvd & Mukolian Dr - FS"
-8422298.42211318,4873929.66167978,-75.658794,40.054943,"204","Uwchlan Av & Holmes"
-8422028.13838954,4874292.52706129,-75.656366,40.057438,"204","Uwchlan Av & Pottstown Pk - FS"
-8421749.95098204,4874676.05894253,-75.653867,40.060075,"204","Uwchlan Av & Sheree Blvd"
-8421576.73785437,4874919.24649745,-75.652311,40.061747,"204","Uwchlan Av & Gordon Dr - MBNS"
