Line,StopName,Lon,Lat
K,Roosevelt Blvd & Foulkrod St,-75.095058,40.025993
K,Foulkrod St & Ramona St - FS,-75.094599,40.025572
K,Foulkrod St & Castor Av - FS,-75.09254,40.023416
K,Foulkrod St & Rutland St,-75.091562,40.02286
K,Foulkrod St & Large St,-75.090501,40.02225
K,Foulkrod St & Horrocks St,-75.088756,40.021245
K,Foulkrod St & Oakland St,-75.087436,40.02051
K,Foulkrod St & Leiper St,-75.085196,40.01921
K,Foulkrod St & Penn St,-75.084465,40.018815
K,Oxford Av & Frankford Av,-75.083895,40.016939
K,Arrott Transit Center,-75.084202,40.016869
204,Paoli Regional Rail Station,-75.484057,40.042367
204,Lancaster Av & Plank Av,-75.488006,40.041821
204,Lancaster Av & Cedar Hollow Rd,-75.492735,40.041649
204,Lancaster Av & Central Av,-75.498316,40.041994
204,Lancaster Av & Chester Valley Rehab,-75.503602,40.042473
204,Lancaster Av & Woodview Way,-75.50955,40.04313
204,Brennan Blvd & Morehall Rd - MBFS,-75.521886,40.046228
204,Foundary Way & Carnegie Blvd,-75.520824,40.047353
204,Matthews Rd & Morehall Rd - MBNS,-75.523346,40.050216
204,Morehall Rd & Brennan Blvd,-75.523578,40.046512
204,Lancaster Av & Morehall Rd - FS,-75.525501,40.04386
204,Lancaster Av & Conestoga Rd - MBFS,-75.53127,40.042677
204,Lancaster Av & Malin Rd - MBFS,-75.541459,40.040678
204,Lancaster Av & Westgate Village Dr - FS,-75.550584,40.038992
204,Lancaster Av & Church Rd - FS,-75.55725,40.037897
204,Lancaster Av & Sproul Rd - MBNS,-75.558988,40.037609
204,Lancaster Av & Aspen Ln - MBFS,-75.563846,40.036801
204,Lancaster Av & Planebrook Rd - FS,-75.571315,40.035356
204,Lancaster Av & Lockwood Ln,-75.580687,40.033756
204,Lincoln Hwy & Rt 202,-75.583334,40.033423
204,Lincoln Hwy & Valley Creek Blvd - FS,-75.592293,40.03218
204,Lincoln Hwy & Church Farm Ln,-75.594586,40.031856
204,Lincoln Hwy & Springdale Dr - MBNS,-75.599904,40.031099
204,Lincoln Hwy & Belden Blvd,-75.605234,40.030342
204,Lincoln Hwy & Ship Rd - MBNS,-75.607574,40.030151
204,Springdale Dr & Old Lincoln Hwy - MBFS,-75.600137,40.029867
204,Springdale Dr & Springdale Dr - 1,-75.599389,40.028485
204,Springdale Dr & Springdale Dr - 2,-75.602887,40.02773
204,Springdale Dr & Belden Blvd - FS,-75.606118,40.02935
204,Lincoln Hwy & Ship Rd - MBFS,-75.610777,40.029843
204,Lincoln Hwy & Exton Square Pkwy - MBNS,-75.620551,40.028972
204,Exton Square Mall & County Library,-75.621256,40.031595
204,Exton Square Mall & North Entrance,-75.626178,40.033006
204,Swedesford Rd & Pottstown Pk - MBNS,-75.627716,40.033718
204,Pottstown Pk & Sunrise Blvd - FS,-75.63214,40.038736
204,Pottstown Pk & Ship Rd - FS,-75.635886,40.050109
204,Gordon Dr & Pickering Way,-75.648065,40.057613
204,Welsh Pool Dr & Pickering Way - FS,-75.644331,40.05878
204,Welsh Pool Rd & Phillips Rd,-75.646033,40.062445
204,Welsh Pool Rd & Gordon Dr,-75.650987,40.061722
204,Uwchlan Av & Gordon Dr - FS,-75.652147,40.062149
204,Uwchlan Av & Sheree Blvd - FS,-75.654221,40.059896
204,Uwchlan Av & Marsh Creek Dr - MBNS,-75.655235,40.058841
204,Uwchlan Av & Marsh Creek Dr,-75.656402,40.057607
204,Uwchlan Av & Pottstown Pk - MBFS,-75.658712,40.055202
204,Eagleview Blvd & Mukolian Dr - MBNS,-75.662755,40.050946
204,Eagleview Blvd & Dowlin Forge Rd,-75.66378,40.053551
204,Eagleview Blvd & Sherree Blvd,-75.6649,40.05603
204,Eagleview Blvd & Wharton Blvd,-75.672976,40.05912
204,Eagleview Blvd & Wharton Blvd - MBFS,-75.675408,40.061285
204,Eagleview Blvd & Pennsylvania Dr - FS,-75.678544,40.065116
204,Constitution Dr & Eagleview Blvd,-75.67944,40.067828
204,Constitution Dr & Eagleview Blvd,-75.67944,40.067828
204,Eagleview Blvd & Constitution Dr - FS,-75.677662,40.066617
204,Eagleview Blvd & Pennsylvania Dr - FS,-75.679039,40.064758
204,Eagleview Blvd & Wharton Blvd - MBNS,-75.675668,40.061186
204,Eagleview Blvd & Wharton Blvd - FS,-75.672821,40.058674
204,Eagleview Blvd & Sheree Blvd - MBNS,-75.670001,40.057154
204,Eagleview Blvd & Sherree Blvd,-75.665528,40.05627
204,Eagleview Blvd & Dowlin Forge Rd - FS,-75.664051,40.053229
204,Eagleview Blvd & Mukolian Dr - FS,-75.663169,40.050892
204,Uwchlan Av & Holmes,-75.658794,40.054943
204,Uwchlan Av & Pottstown Pk - FS,-75.656366,40.057438
204,Uwchlan Av & Sheree Blvd,-75.653867,40.060075
204,Uwchlan Av & Gordon Dr - MBNS,-75.652311,40.061747
204,Welsh Pool Rd & Gordon Dr - FS,-75.650454,40.06175
204,Welsh Pool Rd & Phillips Dr - FS,-75.64621,40.06232
204,Welsh Pool Rd & Pickering Way,-75.644484,40.05861
204,Gordon Dr & Pickering Way - FS,-75.648064,40.057327
204,Pottstown Pk & Marchwood Blvd,-75.636098,40.04994
204,Pottstown Pk & Sunrise Blvd,-75.632269,40.038272
204,Exton Square Mall & County Library,-75.621326,40.031309
204,Lincoln Hwy & Exton Square Pkwy - MBFS,-75.618754,40.028975
204,Lincoln Hwy & Ship Rd,-75.60976,40.029818
204,Springdale Dr & Beldon Blvd - FS,-75.605645,40.029261
204,Springdale Dr & Springdale Dr - 1,-75.602495,40.027213
204,Springdale Dr & Springdale Dr - 2,-75.599389,40.02819
204,Springdale Dr & Lincoln Hwy - MBNS,-75.600055,40.029965
204,Lincoln Hwy & Springdale Dr,-75.600991,40.030848
204,Lincoln Hwy & Valley Creek Blvd,-75.592186,40.032091
204,Lancaster Av & Lockwood Ln - FS,-75.580781,40.033542
204,Lancaster Av & Planebrook Rd,-75.570996,40.035294
204,Lancaster Av & Aspen Ln - MBNS,-75.563822,40.036676
204,Lancaster Av & Sproul Rd - FS,-75.559177,40.03744
204,Lancaster Av & Church Rd - FS,-75.556376,40.037906
204,Lancaster Av & Westgate Village Dr,-75.548551,40.039164
204,Lancaster Ave & Malin Rd - MBNS,-75.541873,40.040428
204,Lancaster Av & Conestoga Rd,-75.531199,40.042552
204,Brennan Blvd & Morehall Rd - MBFS,-75.521886,40.046228
204,Foundary Way & Carnegie Blvd,-75.520824,40.047353
204,Matthews Rd & Morehall Rd - MBNS,-75.523346,40.050216
204,Morehall Rd & Brennan Blvd,-75.523578,40.046512
204,Lancaster Av & Morehall Rd - FS,-75.522581,40.0438
204,Lancaster Av & Woodview Way - MBNS,-75.511938,40.043075
204,Lancaster Av & Cedar Hollow Rd,-75.493184,40.041506
204,Lancaster Av & Plank Av,-75.488218,40.041678
204,Paoli Regional Rail Station,-75.484057,40.042367
310,Willow Grove Station,-75.114103,40.143831
310,Willow Grove Park Mall,-75.122493,40.142263
310,Moreland Rd & Center Av - MBFS,-75.120923,40.143803
310,Moreland Rd & Fitzwatertown Rd,-75.129415,40.148876
310,Moreland Rd & Kimball Av,-75.134259,40.151717
310,Welsh Rd & Computer Av - MBNS,-75.138889,40.154486
310,Welsh Rd & Computer Av - FS,-75.139823,40.155059
310,Welsh Rd & Blair Mill Rd - MBNS 1,-75.141169,40.155928
310,Welsh Rd & Blair Mill Rd - MBNS 2,-75.142209,40.156502
310,Welsh Rd & Dryden Rd - MBNS,-75.146084,40.15876
310,Electronic Dr & Welsh Rd - MBFS,-75.146891,40.161403
310,Electronic Dr & UPS,-75.145345,40.163096
310,Electronic Dr & Welsh Rd - MBNS,-75.147437,40.161057
310,Dresher Rd & Welsh Rd - MBFS,-75.148264,40.164629
310,Village Dr & Dresher Rd - MBFS,-75.14871,40.165763
310,255 Business Center Dr,-75.149272,40.167487
310,800 Business Center Dr,-75.152252,40.168708
310,455 555 Business Center Dr,-75.150797,40.168214
310,250 Business Center Dr,-75.149154,40.167335
310,Manor Dr & Witmer Rd - MBNS,-75.146134,40.170256
310,Witmer Rd & Dresher Rd - MBNS,-75.143384,40.170759
310,Walnut Grove Drive - culdesac,-75.14114,40.166005
310,5 Walnut Grove,-75.142475,40.167008
310,Welsh Rd & Dryden Rd - MBNS,-75.147479,40.159441
310,Welsh Rd & Computer Rd,-75.139551,40.154746
310,Welsh Rd & Computer Rd,-75.139551,40.154746
310,Moreland Rd & Kimball Av,-75.134566,40.151726
310,Moreland Rd & Fitzwatertown Rd,-75.129795,40.148805
310,Moreland Rd & Coolidge Av - MBFS,-75.122637,40.144602
310,Moreland Rd & Park Av,-75.119672,40.142801
310,Willow Grove Park Mall,-75.122493,40.142263
310,Moreland Rd & Park Av,-75.119672,40.142801
310,Willow Grove Station,-75.114103,40.143831
311,Willow Grove Station,-75.114103,40.143831
311,Willow Grove Park Mall,-75.122493,40.142263
311,Moreland Rd & Center Av - MBFS,-75.120923,40.143803
311,Moreland Rd & Fitzwatertown Rd,-75.129415,40.148876
311,Moreland Rd & Kimball Av,-75.134259,40.151717
311,Welsh Rd & Computer Av - MBNS,-75.138889,40.154486
311,Computer Dr & Welsh Rd - MBFS,-75.136906,40.15582
311,Computer Dr & Walmart Entrance,-75.135798,40.15746
311,Maryland Rd & Computer Dr - MBFS,-75.132555,40.159773
311,Maryland Rd & Commerce Av - MBNS,-75.130976,40.160831
311,Commerce Av & Maryland Rd - MBNS,-75.131881,40.162538
311,Commerce Av & Blair Mill Rd,-75.135024,40.164384
311,Witmer Rd & Blair Mill Rd - MBFS,-75.136639,40.166218
311,Witmer Rd & Prudential Rd,-75.138739,40.16824
311,Witmer Rd & Dresher Rd - MBNS,-75.141421,40.169799
311,Dresher Rd & Witmer Rd - MBFS,-75.140985,40.172208
311,Dresher Rd & Gibraltar Rd - MBNS,-75.139676,40.17358
311,Gibraltar Rd & Dresher Rd - MBFS,-75.137163,40.174136
311,Prudential Rd & Gibralter Rd - FS,-75.134824,40.172551
311,Prudential Rd & Lakeside Dr,-75.136478,40.170814
311,Prudential Rd & Rock Rd,-75.137358,40.169968
311,Witmer Rd & Blair Mill Rd - MBNS,-75.136746,40.166111
311,Witmer Rd & Blair Mill Rd,-75.135438,40.164501
311,Blair Mill Rd & Witmer Rd - 1 MBFS,-75.136472,40.163433
311,Blair Mill Rd & Witmer Rd - 2 MBFS,-75.137697,40.162257
311,Blair Mill Rd & Welsh Rd - MBNS,-75.14036,40.159711
311,Moreland Rd & Kimball Av,-75.134566,40.151726
311,Moreland Rd & Fitzwatertown Rd,-75.129795,40.148805
311,Moreland Rd & Coolidge Av - MBFS,-75.122637,40.144602
311,Willow Grove Park Mall,-75.122493,40.142263
311,Moreland Rd & Park Av,-75.119672,40.142801
311,Willow Grove Station,-75.114103,40.143831
312,Cornwells Heights Station,-74.952222,40.072006
312,Cornwells Heights Station Lot,-74.958569,40.069307
312,Cornwells Heights Station Lot,-74.958569,40.069307
312,Cornwells Heights Station,-74.952222,40.072006
316,JFK Blvd & 30th St,-75.183284,39.955796
316,34th St & Market St - FS,-75.191587,39.955705
316,34th St & Spruce St,-75.192619,39.950638
316,38th St & Spruce St,-75.199124,39.95106
316,Walnut St & 40th St,-75.202374,39.954154
316,Presbyterian Medical Center,-75.198902,39.957807
316,Market St & 34th St - MBNS,-75.192106,39.955858
316,Market St & 34th St,-75.191326,39.955919
316,Presbyterian Medical Center,-75.199079,39.957843
316,40th St & Walnut St - FS,-75.202633,39.954262
316,Spruce St & 38th St,-75.19949,39.951231
316,33rd St & Spruce St,-75.191912,39.95011
316,33rd St & Walnut St,-75.190003,39.9524
316,JFK Blvd & 30th St,-75.183284,39.955796
T2,Elmwood Av & 73rd St,-75.241816,39.914129
T2,Woodland Av & Island Av,-75.246376,39.917099
T2,49th St & Woodland Av,-75.212429,39.940794
T2,Woodland Av & 50th St,-75.213907,39.939886
T2,61st-Baltimore,-75.246342,39.943963
T2,Baltimore Av & 60th St,-75.244429,39.944299
T2,Baltimore Av & 59th St,-75.241899,39.945197
T2,Baltimore Av & 58th St,-75.240304,39.945783
T2,Baltimore Av & 57th St,-75.237327,39.946386
T2,Baltimore Av & 56th St,-75.235602,39.946785
T2,Baltimore Av & 55th St,-75.233746,39.947246
T2,Baltimore Av & 54th St,-75.231466,39.947742
T2,Baltimore Av & 53rd St,-75.229612,39.947766
T2,Baltimore Av & Broomall St,-75.227912,39.947727
T2,Baltimore Av & 51st St,-75.225456,39.947715
T2,Baltimore Av & 50th St,-75.223377,39.947872
T2,Baltimore Av & 49th St,-75.221404,39.948101
T2,Baltimore Av & 49th St,-75.221404,39.948101
T2,Baltimore Av & Florence Av,-75.219503,39.948312
T2,Baltimore Av & 47th St,-75.217188,39.94854
T2,Baltimore Av & 46th St,-75.215061,39.948786
T2,Baltimore Av & 45th St,-75.213018,39.949006
T2,Baltimore Av & 44th St,-75.21127,39.949181
T2,Baltimore Av & 43rd St,-75.20932,39.949481
T2,Baltimore Av & 42nd St,-75.207265,39.949736
T2,40th St Portal,-75.203333,39.949533
T2,40th St Portal,-75.203333,39.949533
T2,40th-Market,-75.202021,39.957259
T2,37th-Spruce,-75.196586,39.950993
T2,36th-Sansom,-75.194533,39.953854
T2,33rd St,-75.189523,39.954782
T2,Drexel Station at 30th St,-75.1835,39.954815
T2,22nd St,-75.176736,39.953962
T2,19th St,-75.171637,39.953327
T2,15th St/City Hall,-75.165369,39.952502
T2,13th St,-75.162559,39.952532
T2,13th St,-75.162559,39.952532
T2,15th St/City Hall,-75.165345,39.952672
T2,19th St,-75.171483,39.953425
T2,22nd St,-75.176571,39.954051
T2,Drexel Station at 30th St,-75.183169,39.954894
T2,33rd St,-75.189499,39.954871
T2,36th-Sansom,-75.194722,39.95389
T2,37th-Spruce,-75.197306,39.951048
T2,40th St Portal,-75.203333,39.949595
T2,40th-Market,-75.202021,39.957259
T2,42nd St & Baltimore Av,-75.207241,39.949879
T2,Baltimore Av & 42nd St,-75.206945,39.949861
T2,Baltimore Av & 43rd St,-75.209154,39.949641
T2,Baltimore Av & 44th St,-75.211092,39.949332
T2,Baltimore Av & 45th St,-75.212828,39.949148
T2,Baltimore Av & 46th St,-75.214884,39.948937
T2,Baltimore Av & 47th St,-75.21701,39.948691
T2,Baltimore Av & 48th St,-75.219101,39.948472
T2,Baltimore Av & 49th St,-75.221109,39.948261
T2,Baltimore Av & 49th St,-75.221109,39.948261
T2,Baltimore Av & 50th St,-75.223199,39.948041
T2,Baltimore Av & 51st St,-75.225266,39.94783
T2,Baltimore Av & 52nd St,-75.227309,39.947842
T2,Baltimore Av & 53rd St,-75.229317,39.947846
T2,Baltimore Av & 54th St,-75.232139,39.947797
T2,Baltimore Av & 55th St,-75.233522,39.947442
T2,Baltimore Av & 56th St,-75.235519,39.946936
T2,Baltimore Av & 57th St,-75.237763,39.946431
T2,Baltimore Av & 58th St,-75.239937,39.945988
T2,Baltimore Av & 59th St,-75.241698,39.945411
T2,Baltimore Av & 60th St,-75.244322,39.944468
T2,61st-Baltimore,-75.246342,39.943963
T2,Woodland Av & Island Av,-75.246245,39.917304
T2,Elmwood Av & 73rd St,-75.241732,39.914335
T3,Darby Transit Center,-75.262376,39.919085
T3,9th St & Main St - MBFS,-75.261845,39.918924
T3,9th St & Ridge Av,-75.260545,39.919921
T3,9th St & Summit St,-75.258866,39.921142
T3,9th St & Summit St - MBFS,-75.257482,39.92205
T3,9th St & Cedar Av,-75.255994,39.922566
T3,Chester Av & Alfred Av,-75.254279,39.923697
T3,Yeadon,-75.252542,39.924525
T3,Chester Av & Stetser Av,-75.250817,39.925102
T3,Chester Av & Duncan Av,-75.249175,39.925617
T3,Chester Av & Yeadon Av,-75.247486,39.92607
T3,Chester Av & Church Ln,-75.246565,39.92631
T3,Chester Av & 65th St,-75.244762,39.929359
T3,65th St & Belmar Av,-75.24108,39.92905
T3,65th St & Chester Av,-75.238897,39.928628
T3,65th St & Kingsessing Av,-75.23714,39.927902
T3,Mt. Moriah,-75.235461,39.92889
T3,Kingsessing Av & 62nd St,-75.233888,39.929994
T3,Kingsessing Av & 61st St,-75.232386,39.931045
T3,Kingsessing Av & 60th St,-75.230316,39.932479
T3,60th St & Chester Av,-75.231399,39.933632
T3,Chester Av & 59th St,-75.229944,39.934754
T3,Chester Av & 58th St,-75.228572,39.935653
T3,Chester Av & 57th St,-75.227187,39.936642
T3,Chester Av & 56th St,-75.225661,39.937701
T3,Chester Av & 55th St,-75.224301,39.938654
T3,Chester Av & 54th St,-75.222952,39.939607
T3,Chester Av & 53rd St,-75.221556,39.940577
T3,Chester Av & 52nd St,-75.220184,39.941539
T3,Chester Av & 51st St,-75.219048,39.942349
T3,Chester Av & 49th St,-75.216622,39.944041
T3,Chester Av & 48th St,-75.215344,39.944958
T3,Chester Av & 47th St,-75.213984,39.945901
T3,Chester Av & 46th St,-75.212682,39.946827
T3,Chester Av & 45th St,-75.211428,39.9477
T3,Chester Av & 43rd St,-75.209135,39.948356
T3,Chester Av & 42nd St,-75.207151,39.948424
T3,40th St Portal,-75.203333,39.949533
T3,40th-Market,-75.202021,39.957259
T3,37th-Spruce,-75.196586,39.950993
T3,36th-Sansom,-75.194533,39.953854
T3,33rd St,-75.189523,39.954782
T3,Drexel Station at 30th St,-75.1835,39.954815
T3,22nd St,-75.176736,39.953962
T3,19th St,-75.171637,39.953327
T3,15th St/City Hall,-75.165369,39.952502
T3,13th St,-75.162559,39.952532
T3,13th St,-75.162559,39.952532
T3,15th St/City Hall,-75.165345,39.952672
T3,19th St,-75.171483,39.953425
T3,22nd St,-75.176571,39.954051
T3,Drexel Station at 30th St,-75.183169,39.954894
T3,33rd St,-75.189499,39.954871
T3,36th-Sansom,-75.194722,39.95389
T3,37th-Spruce,-75.197306,39.951048
T3,40th St Portal,-75.203333,39.949595
T3,40th-Market,-75.202021,39.957259
T3,42nd St & Chester Av,-75.207174,39.948594
T3,Chester Av & 42nd St,-75.206879,39.948549
T3,Chester Av & 43rd St,-75.208945,39.948481
T3,Chester Av & 45th St,-75.211403,39.947878
T3,Chester Av & 46th St,-75.212658,39.947006
T3,Chester Av & 47th St,-75.213959,39.94608
T3,Chester Av & 48th St,-75.215285,39.945154
T3,Chester Av & 49th St,-75.216527,39.944281
T3,Chester Av & 51st St,-75.219012,39.942519
T3,Chester Av & 52nd St,-75.220124,39.941726
T3,Chester Av & 53rd St,-75.221485,39.940764
T3,Chester Av & 54th St,-75.222893,39.939785
T3,Chester Av & 55th St,-75.224253,39.938832
T3,Chester Av & 56th St,-75.225625,39.937871
T3,Chester Av & 57th St,-75.227163,39.936802
T3,Chester Av & 58th St,-75.2285,39.935832
T3,Chester Av & 59th St,-75.229849,39.93495
T3,Chester Av & 60th St,-75.231469,39.933784
T3,60th St & Kingsessing Av,-75.230339,39.932595
T3,Kingsessing Av & 61st St,-75.232291,39.93125
T3,Kingsessing Av & 62nd St,-75.233793,39.9302
T3,Mt. Moriah,-75.235413,39.929069
T3,Kingsessing Av & 65th St,-75.236963,39.927982
T3,65th St & Chester St,-75.238223,39.92893
T3,65th St & Belmar St,-75.240879,39.929104
T3,Chester Av & 65th St - FS,-75.244703,39.929565
T3,Chester Av & Church Ln,-75.246044,39.926577
T3,Chester Av & Yeadon Av,-75.247368,39.926213
T3,Chester Av & Duncan Av,-75.249045,39.92576
T3,Chester Av & Stetser Av,-75.250699,39.925245
T3,Yeadon,-75.252447,39.924685
T3,Chester Av & Alfred Av,-75.254161,39.923875
T3,Chester Av & Cedar Av,-75.255946,39.923012
T3,10th St & Mulberry Av,-75.257349,39.923621
T3,10th St & Wycombe Av,-75.258471,39.923096
T3,10th St & Summit St,-75.259641,39.922553
T3,10th St & Ridge Av,-75.261462,39.921306
T3,10th St & Main St,-75.263141,39.920121
T3,Darby Transit Center,-75.262376,39.919085
T4,Darby Transit Center,-75.262376,39.919085
T4,Main St & Mill St,-75.260053,39.918091
T4,Main St & Summit St,-75.257315,39.918088
T4,Main St & 6th St,-75.255852,39.917791
T4,Main St & 5th St,-75.254613,39.917504
T4,Main St & 4th St,-75.253044,39.917144
T4,Main St & 3rd St,-75.251841,39.916866
T4,Main St & 2nd St,-75.250567,39.916579
T4,Main St & Front St,-75.24921,39.916363
T4,Woodland Av & Island Av,-75.246376,39.917099
T4,Woodland Av & 72nd St,-75.244412,39.918432
T4,Woodland Av & 71st St,-75.243077,39.919361
T4,Woodland Av & 70th St,-75.24148,39.920483
T4,Woodland Av & 69th St,-75.240097,39.921463
T4,Woodland Av & 68th St,-75.238441,39.922621
T4,Woodland Av & 67th St,-75.236927,39.923689
T4,Woodland Av & 66th St,-75.235614,39.924615
T4,Woodland Av & 65th St,-75.234396,39.925479
T4,Woodland Av & 64th St,-75.233142,39.926352
T4,Woodland Av & 63rd St,-75.231782,39.927314
T4,Woodland Av & 62nd St,-75.230765,39.928017
T4,Woodland Av & 61st St,-75.229287,39.929041
T4,Woodland Av & 60th St,-75.227642,39.930217
T4,Woodland Av & 58th St,-75.224673,39.932309
T4,Woodland Av & 57th St,-75.223289,39.933297
T4,Woodland Av & 56th St,-75.22181,39.934339
T4,Woodland Av & 55th St,-75.22045,39.935292
T4,Woodland Av & 54th St,-75.219054,39.936262
T4,Woodland Av & 53rd St,-75.217681,39.937242
T4,Woodland Av & 52nd St,-75.216297,39.938203
T4,Woodland Av & 51st St,-75.215197,39.938987
T4,Woodland Av & 50th St,-75.213907,39.939886
T4,Woodland Av & 49th St,-75.212665,39.940767
T4,Woodland Av & 48th St,-75.211728,39.941953
T4,Woodland Av & 47th St,-75.210839,39.943245
T4,Woodland Av & 46th St,-75.209797,39.944323
T4,Woodland Av & 45th St,-75.208565,39.94541
T4,Woodland Av & 42nd St,-75.207121,39.946675
T4,40th St Portal,-75.203333,39.949533
T4,40th-Market,-75.202021,39.957259
T4,37th-Spruce,-75.196586,39.950993
T4,36th-Sansom,-75.194533,39.953854
T4,33rd St,-75.189523,39.954782
T4,Drexel Station at 30th St,-75.1835,39.954815
T4,22nd St,-75.176736,39.953962
T4,19th St,-75.171637,39.953327
T4,15th St/City Hall,-75.165369,39.952502
T4,13th St,-75.162559,39.952532
T4,13th St,-75.162559,39.952532
T4,15th St/City Hall,-75.165345,39.952672
T4,19th St,-75.171483,39.953425
T4,22nd St,-75.176571,39.954051
T4,Drexel Station at 30th St,-75.183169,39.954894
T4,33rd St,-75.189499,39.954871
T4,36th-Sansom,-75.194722,39.95389
T4,37th-Spruce,-75.197306,39.951048
T4,40th-Market,-75.202021,39.957259
T4,40th St Portal,-75.203333,39.949595
T4,Woodland Av & 42nd St,-75.206907,39.946987
T4,Woodland Av & 43rd St,-75.20834,39.945767
T4,Woodland Av & 46th St,-75.209725,39.944537
T4,Woodland Av & 48th St,-75.211716,39.942176
T4,Woodland Av & 49th St,-75.212582,39.940955
T4,Woodland Av & 50th St,-75.213848,39.940064
T4,Woodland Av & 51st St,-75.215102,39.939192
T4,Woodland Av & 52nd St,-75.216214,39.938408
T4,Woodland Av & 53rd St,-75.217598,39.937438
T4,Woodland Av & 54th St,-75.218947,39.936485
T4,Woodland Av & 55th St,-75.220308,39.935524
T4,Woodland Av & 56th St,-75.221703,39.934553
T4,Woodland Av & 57th St,-75.223218,39.933485
T4,Woodland Av & 58th St,-75.224448,39.93263
T4,Woodland Av & 60th St,-75.227535,39.930457
T4,Woodland Av & 61st St,-75.229191,39.929282
T4,Woodland Av & 62nd St,-75.230599,39.928267
T4,Woodland Av & 63rd St,-75.231675,39.927519
T4,Woodland Av & 64th St,-75.233047,39.926557
T4,Woodland Av & 65th St,-75.234289,39.925684
T4,Woodland Av & 66th St,-75.235531,39.924803
T4,Woodland Av & 67th St,-75.236856,39.923886
T4,Woodland Av & 68th St,-75.23837,39.922817
T4,Woodland Av & 69th St,-75.240037,39.921641
T4,Woodland Av & 70th St,-75.241397,39.920688
T4,Woodland Av & 71st St,-75.242958,39.919584
T4,Woodland Av & 72nd St,-75.244342,39.918622
T4,Woodland Av & Island Av,-75.246245,39.917304
T4,Main St & Front St,-75.248915,39.916451
T4,Main St & 2nd St,-75.250319,39.916614
T4,Main St & 3rd St,-75.251534,39.916892
T4,Main St & 4th St,-75.252737,39.917171
T4,Main St & 5th St,-75.254295,39.91753
T4,Main St & 6th St,-75.255486,39.917808
T4,Main St & Summit St,-75.25709,39.91815
T4,Main St & Powell Av,-75.260608,39.918244
T4,Darby Transit Center,-75.262376,39.919085
T5,80th St/Eastwick,-75.23926,39.898748
T5,Island Av & Suffolk Av - M,-75.23927,39.899471
T5,Island Av & Lindbergh Blvd,-75.240461,39.904257
T5,Island Av & 76th St,-75.241432,39.907284
T5,Island Av & Tanager St - F,-75.242029,39.90915
T5,Island Av & Buist Av,-75.242661,39.911186
T5,Elmwood Av & Island Av - M,-75.242998,39.913266
T5,Elmwood Loop,-75.242642,39.914015
T5,Elmwood Av & 73rd St,-75.241816,39.914129
T5,Elmwood Av & 72nd St,-75.240408,39.9151
T5,Elmwood Av & 71st St,-75.239013,39.91608
T5,Elmwood Av & 70th St,-75.237452,39.91713
T5,Elmwood Av & 69th St,-75.236081,39.918101
T5,Elmwood Av & 68th St,-75.234425,39.91925
T5,Elmwood Av & 67th St,-75.232911,39.920327
T5,Elmwood Av & 66th St,-75.231587,39.921236
T5,Elmwood Av & 65th St,-75.230404,39.922082
T5,Elmwood Av & 64th St,-75.229126,39.922972
T5,Elmwood Av & 63rd St,-75.227778,39.923934
T5,Elmwood Av & 62nd St,-75.22656,39.924842
T5,Elmwood Av & 61st St,-75.224868,39.926044
T5,Elmwood Av & 59th St,-75.221994,39.928039
T5,Elmwood Av & 58th St,-75.220586,39.928964
T5,Elmwood Av & 57th St,-75.219226,39.929935
T5,Elmwood Av & 56th St,-75.217747,39.930986
T5,Lindbergh Blvd & Wheeler S,-75.216232,39.932402
T5,Lindbergh Blvd & 54th St,-75.215532,39.9334
T5,Lindbergh Blvd & 53rd St,-75.214358,39.935121
T5,Grays Av & 51st St,-75.212251,39.936991
T5,49th St & Paschall Av,-75.211286,39.939819
T5,49th St & Woodland Av,-75.212429,39.940794
T5,Woodland Av & 48th St,-75.211728,39.941953
T5,Woodland Av & 46th St,-75.209797,39.944323
T5,Woodland Av & 45th St,-75.208565,39.94541
T5,Woodland Av & 42nd St,-75.207121,39.946675
T5,40th St Portal,-75.203333,39.949533
T5,40th-Market,-75.202021,39.957259
T5,37th-Spruce,-75.196586,39.950993
T5,36th-Sansom,-75.194533,39.953854
T5,33rd St,-75.189523,39.954782
T5,Drexel Station at 30th St,-75.1835,39.954815
T5,22nd St,-75.176736,39.953962
T5,19th St,-75.171637,39.953327
T5,15th St/City Hall,-75.165369,39.952502
T5,13th St,-75.162559,39.952532
T5,13th St,-75.162559,39.952532
T5,15th St/City Hall,-75.165345,39.952672
T5,19th St,-75.171483,39.953425
T5,22nd St,-75.176571,39.954051
T5,Drexel Station at 30th St,-75.183169,39.954894
T5,33rd St,-75.189499,39.954871
T5,36th-Sansom,-75.194722,39.95389
T5,37th-Spruce,-75.197306,39.951048
T5,40th-Market,-75.202021,39.957259
T5,40th St Portal,-75.203333,39.949595
T5,Woodland Av & 42nd St,-75.206907,39.946987
T5,Woodland Av & 43rd St,-75.20834,39.945767
T5,Woodland Av & 46th St,-75.209725,39.944537
T5,Woodland Av & 48th St,-75.211716,39.942176
T5,Woodland Av & 49th St,-75.212582,39.940955
T5,49th St & Paschall Av,-75.211652,39.93998
T5,Grays Av & 51st St,-75.212227,39.937188
T5,Grays Av & Lindbergh Blvd,-75.213682,39.936128
T5,Lindbergh Blvd & Grays Av,-75.214429,39.935282
T5,Lindbergh Blvd & 54th St,-75.215579,39.933588
