number_of_bathrooms,number_of_bedrooms,total_livable_area,total_area,sale_price,sale_date,central_air,year_built,shape,location,log_sale_price
1,3,1170,1544,273000,2024-12-27T05:00:00Z,Y,1930,SRID=2272;POINT(2689399.72941434 281797.10216772),8317 TEMPLE RD,12.517227074167097
2,3,1328,943,93000,2024-12-20T05:00:00Z,Y,1925,SRID=2272;POINT(2675405.1384607 239019.530585038),54 N RUBY ST,11.440354772135393
1,3,1140,1349,60000,2024-11-12T05:00:00Z,N,1930,SRID=2272;POINT(2680583.10538087 233043.971211325),1253 S 46TH ST,11.002099841204238
0,0,2091,1464,265000,2024-12-23T05:00:00Z,NA,1940,SRID=2272;POINT(2686579.57339647 238530.439465871),3213 SUMMER ST,12.487485104968359
1,3,960,708,290000,2024-12-27T05:00:00Z,Y,2024,SRID=2272;POINT(2688594.63466027 245226.091367485),1420 N ETTING ST,12.577636201962656
1,3,1008,1112,170000,2024-11-13T05:00:00Z,N,1916,SRID=2272;POINT(2672696.36447366 220975.800076737),2637 S 73RD ST,12.043553716032399
1,2,660,2633,88917,2024-06-06T04:00:00Z,NA,1950,SRID=2272;POINT(2717293.24130712 265016.870034667),5919 SAUL ST,11.395458629317355
1,3,1058,651,288800,2024-12-31T05:00:00Z,N,1925,SRID=2272;POINT(2692153.75327631 228049.601199735),1608 S ROSEWOOD ST,12.573489686000809
1,3,1136,1682,115000,2024-12-30T05:00:00Z,NA,1925,SRID=2272;POINT(2670347.62553937 235283.155530127),6144 WALTON AVE,11.652687407345388
1,2,942,632,55000,2024-12-27T05:00:00Z,Y,1888,SRID=2272;POINT(2709228.18457059 251942.932544345),3352 AMBER ST,10.915088464214607
1,3,1380,2061,350000,2024-12-30T05:00:00Z,Y,1963,SRID=2272;POINT(2742262.03809839 289009.160363054),11811 BRANDON RD,12.765688433465597
1,3,1008,728,35000,2024-12-17T05:00:00Z,N,1920,SRID=2272;POINT(2704262.1864364 252034.112808255),3021 C ST,10.46310334047155
1,3,1170,984,80000,2024-12-22T05:00:00Z,N,1940,SRID=2272;POINT(2690762.48657414 252789.95290872),2821 N 25TH ST,11.289781913656018
1,3,1040,1300,154000,2024-12-24T05:00:00Z,N,1915,SRID=2272;POINT(2693571.94679176 272966.570276435),5822 CRITTENDEN ST,11.944707881395766
1,3,1320,1288,53000,2024-12-04T05:00:00Z,Y,1985,SRID=2272;POINT(2674212.64889855 269098.191261122),7015 RIDGE AVE,10.87804719253426
1,3,1128,1005,172500,2024-12-26T05:00:00Z,N,1920,SRID=2272;POINT(2690235.00275055 227106.744827664),1821 MIFFLIN ST,12.058152515453552
2,2,784,672,239900,2024-12-13T05:00:00Z,Y,1920,SRID=2272;POINT(2707085.35746234 249830.4965978),2154 E ANN ST,12.387977448827787
1,3,1380,1280,35033,2024-12-28T05:00:00Z,NA,1920,SRID=2272;POINT(2672907.51764139 234090.124856992),807 S 57TH ST,10.464045753403807
2,4,1486,1309,80000,2024-12-21T05:00:00Z,Y,1915,SRID=2272;POINT(2689248.87037051 251364.126052349),2535 N 28TH ST,11.289781913656018
1,3,1071,746,185000,2024-12-18T05:00:00Z,N,1925,SRID=2272;POINT(2687602.98147665 227658.361527677),1824 S 24TH ST,12.128111104060462
1,2,847,870,76000,2024-11-26T05:00:00Z,Y,1920,SRID=2272;POINT(2707941.3047084 249676.798203208),3087 WEIKEL ST,11.238488619268468
1,2,1052,672,290500,2024-12-19T05:00:00Z,Y,1905,SRID=2272;POINT(2697305.2219135 224359.004487589),232 DALY ST,12.579358855274103
1,3,950,825,122000,2024-12-09T05:00:00Z,N,1925,SRID=2272;POINT(2694986.39907171 223233.725947931),2548 S 7TH ST,11.711776323715394
1,4,1420,1800,240000,2024-11-15T05:00:00Z,N,1965,SRID=2272;POINT(2697275.7547376 274566.420746012),1711 68TH AVE,12.388394202324129
1,3,784,637,32000,2023-12-09T05:00:00Z,N,1920,SRID=2272;POINT(2705782.65243299 253826.273597998),627 E THAYER ST,10.373491181781864
2,4,1360,1280,107000,2024-12-18T05:00:00Z,N,1925,SRID=2272;POINT(2672210.66083277 232853.102056576),5804 CEDARHURST ST,11.580584113444043
1,2,641,355,380000,2024-12-23T05:00:00Z,Y,1875,SRID=2272;POINT(2693896.69418723 233677.509860423),1219 PANAMA ST,12.84792653170257
1,3,1140,1028,57000,2024-12-04T05:00:00Z,N,1928,SRID=2272;POINT(2704012.08013141 269141.990527784),158 ROSELYN ST,10.950806546816688
1,3,1050,1037,100000,2024-12-30T05:00:00Z,NA,1953,SRID=2272;POINT(2704483.67616748 268686.893957269),110 LINTON ST,11.512925464970229
1,3,1140,713,100000,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2706879.1734238 253041.256397626),838 E WILLARD ST,11.512925464970229
1,3,1110,1056,96200,2024-12-09T05:00:00Z,NA,1953,SRID=2272;POINT(2730605.81531783 266699.729299808),4721 MERIDIAN ST,11.474184636653797
1,4,1920,1368,250000,2024-12-20T05:00:00Z,Y,1915,SRID=2272;POINT(2682373.7410843 239322.993604417),4020 GREEN ST,12.429216196844383
1,3,2000,560,175000,2024-12-19T05:00:00Z,Y,1920,SRID=2272;POINT(2697166.69991663 248035.29466171),2129 N 10TH ST,12.072541252905651
2,2,930,672,250000,2024-12-11T05:00:00Z,Y,1925,SRID=2272;POINT(2686685.14214627 229614.042239723),2632 GERRITT ST,12.429216196844383
1,3,1080,1286,187000,2024-12-26T05:00:00Z,N,1950,SRID=2272;POINT(2710134.64555672 268401.17764364),636 CARVER ST,12.138863895836725
1,3,1396,2880,390500,2024-12-20T05:00:00Z,Y,1950,SRID=2272;POINT(2676975.57926532 267366.46134795),549 FAIRWAY TER,12.875183248261878
1,2,1120,960,347500,2024-12-21T05:00:00Z,N,1943,SRID=2272;POINT(2685327.0905327 258376.390508454),3448 W PENN ST,12.758519943986984
1,3,1210,1412,314000,2024-12-31T05:00:00Z,Y,1920,SRID=2272;POINT(2707308.88954974 247723.449687632),2860 GAUL ST,12.65714826489039
0,3,1714,4500,369900,2024-10-15T04:00:00Z,N,1950,SRID=2272;POINT(2690255.9616008 281884.326013972),8224 BAYARD ST,12.820987977820545
1,3,1440,2250,263000,2024-12-18T05:00:00Z,N,1940,SRID=2272;POINT(2726199.50374555 266092.267505511),7022 WALKER ST,12.479909311159902
1,4,1214,1226,199000,2024-12-30T05:00:00Z,N,1925,SRID=2272;POINT(2672592.26373852 235987.729522352),5757 LARCHWOOD AVE,12.201060103706629
1,3,1120,1105,283500,2024-12-17T05:00:00Z,Y,1930,SRID=2272;POINT(2682925.84628086 239984.942091714),3935 MOUNT VERNON ST,12.554967402149943
1,3,1056,1056,170000,2024-12-30T05:00:00Z,N,1930,SRID=2272;POINT(2722712.50738411 261072.894258271),6120 VANDIKE ST,12.043553716032399
1,3,1140,1710,180000,2024-12-20T05:00:00Z,NA,1920,SRID=2272;POINT(2674976.41797486 233021.356543042),5405 WHITBY AVE,12.100712129872347
1,3,1664,1840,190000,2024-12-26T05:00:00Z,N,1925,SRID=2272;POINT(2709091.30020394 270073.973338074),447 ALCOTT ST,12.154779351142624
1,3,1050,690,350000,2024-12-20T05:00:00Z,Y,1920,SRID=2272;POINT(2691763.09813226 224651.126966291),2341 S ROSEWOOD ST,12.765688433465597
1,3,938,606,525000,2024-11-25T05:00:00Z,Y,1875,SRID=2272;POINT(2693904.54805685 233372.969625815),403 S ISEMINGER ST,13.17115354157376
1,4,1632,1131,355000,2024-12-19T05:00:00Z,N,1900,SRID=2272;POINT(2676621.70375064 262062.109015583),106 RECTOR ST,12.779873068457553
2,3,1780,852,495000,2024-12-20T05:00:00Z,Y,2018,SRID=2272;POINT(2687892.2892652 230644.997562894),2418 MANTON ST,13.112313041550827
3,3,1278,4450,390000,2024-12-20T05:00:00Z,Y,1955,SRID=2272;POINT(2747406.87073541 289995.604270033),12670 FRIAR PL,12.873902018105829
1,3,1348,1408,188000,2024-12-21T05:00:00Z,N,1925,SRID=2272;POINT(2714334.71042322 267343.371087346),5948 FRONTENAC ST,12.144197241812087
1,3,1200,1560,205000,2024-12-17T05:00:00Z,Y,1945,SRID=2272;POINT(2704216.79763355 267501.256836565),5724 HOPE ST,12.230765258120545
1,3,1296,1766,220000,2024-12-13T05:00:00Z,NA,1960,SRID=2272;POINT(2731536.5528937 276468.869858383),2840 MAXWELL ST,12.301382825334498
2,3,1920,981,600000,2024-12-17T05:00:00Z,Y,2006,SRID=2272;POINT(2702255.99688491 244653.890567305),1545 E PALMER ST,13.304684934198283
1,3,1270,2441,312000,2024-12-13T05:00:00Z,Y,1922,SRID=2272;POINT(2725252.27512941 270206.776282537),3107 WINDISH ST,12.65075846679162
1,0,633,1,220000,2024-12-23T05:00:00Z,Y,1899,SRID=2272;POINT(2693805.30192942 234351.125946083),238 S 13TH ST,12.301382825334498
2,3,1836,2400,378238,2024-12-09T05:00:00Z,Y,1916,SRID=2272;POINT(2672321.71661259 271912.093590712),619 SHAWMONT AVE,12.843278906097781
2,2,1070,1,365000,2024-10-19T04:00:00Z,NA,2007,SRID=2272;POINT(2696150.63599442 236716.444730264),815-37 ARCH ST,12.80765263256463
2,0,1470,3189,165000,2024-10-24T04:00:00Z,Y,2005,SRID=2272;POINT(2679860.06237961 232621.101361357),4710 REINHARD ST,12.013700752882718
1,3,1264,1073,200000,2024-12-16T05:00:00Z,N,1940,SRID=2272;POINT(2704874.3388649 262154.734849167),4806 B ST,12.206072645530174
1,3,1056,1040,130000,2024-12-23T05:00:00Z,NA,1935,SRID=2272;POINT(2724887.89595845 262617.692023234),6530 VANDIKE ST,11.77528972943772
1,1,945,1294,256000,2024-12-06T05:00:00Z,Y,2017,SRID=2272;POINT(2697709.01885554 243927.538951413),1412 N 7TH ST,12.4529327234617
1,2,1050,825,48341,2024-12-20T05:00:00Z,Y,1920,SRID=2272;POINT(2700888.06719987 246799.62071534),2018 N HANCOCK ST,10.786035340845325
1,3,1680,1340,270001,2024-12-09T05:00:00Z,N,1915,SRID=2272;POINT(2689556.76385731 230657.886544106),2053 FEDERAL ST,12.506180941677357
1,2,784,714,184500,2024-12-10T05:00:00Z,N,1925,SRID=2272;POINT(2712462.59158061 250500.118908664),2600 E VENANGO ST,12.125404742462718
2,3,1420,1238,227000,2024-12-13T05:00:00Z,NA,1950,SRID=2272;POINT(2699679.06711369 265536.488431416),932 W FISHER AVE,12.332705296463539
1,3,1352,3038,270000,2024-12-17T05:00:00Z,N,1950,SRID=2272;POINT(2718884.58543108 272259.543135125),1415 FRIENDSHIP ST,12.506177237980511
1,3,1350,1206,255500,2024-09-27T04:00:00Z,N,1925,SRID=2272;POINT(2710169.43243786 257464.596716117),4116 DUNGAN ST,12.450977688625896
1,3,1492,2758,348000,2024-12-23T05:00:00Z,Y,1955,SRID=2272;POINT(2732026.4808028 294360.1883026),1018 BARLOW ST,12.759957758756611
3,4,1719,1159,365000,2024-12-30T05:00:00Z,Y,1915,SRID=2272;POINT(2689678.46956487 245875.436824434),2504 W OXFORD ST,12.80765263256463
1,3,1140,1254,245000,2024-12-20T05:00:00Z,Y,1930,SRID=2272;POINT(2724020.64557102 261314.06519219),6303 EDMUND ST,12.409013489526863
1,3,1246,1292,110000,2024-12-09T05:00:00Z,N,1925,SRID=2272;POINT(2697073.32025873 273217.85065965),6547 N BOUVIER ST,11.608235644774552
3,4,1396,1312,291000,2024-12-14T05:00:00Z,Y,1925,SRID=2272;POINT(2698170.3475956 273987.190017907),6708 N 15TH ST,12.581078546153629
1,3,904,837,112500,2024-12-27T05:00:00Z,N,1925,SRID=2272;POINT(2694582.29593628 274234.244545074),6829 RODNEY ST,11.630708500626612
1,4,1674,1616,38646,2024-12-31T05:00:00Z,Y,1966,SRID=2272;POINT(2732595.69961112 277581.797383985),9153 RYERSON RD,10.562198555774946
1,3,1104,882,76000,2024-12-20T05:00:00Z,N,1925,SRID=2272;POINT(2679437.55757399 241377.374450856),4517 PARRISH ST,11.238488619268468
1,3,1084,882,177000,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2689354.24933883 229047.65190934),2053 DICKINSON ST,12.083905011555967
1,3,1050,711,25000,2024-12-09T05:00:00Z,NA,1915,SRID=2272;POINT(2693995.55934422 251184.375267064),2624 N COLORADO ST,10.126631103850338
1,3,1280,1760,180000,2024-12-23T05:00:00Z,N,1953,SRID=2272;POINT(2703340.16801378 270900.717295128),251 CHELTEN AVE,12.100712129872347
1,3,1036,777,115000,2024-12-18T05:00:00Z,N,1925,SRID=2272;POINT(2685163.68374993 229404.839954967),1519 S 30TH ST,11.652687407345388
1,3,1090,1050,165000,2024-12-17T05:00:00Z,N,1925,SRID=2272;POINT(2671756.73187369 243349.155501913),1455 N EDGEWOOD ST,12.013700752882718
0,0,2250,1566,60000,2024-11-15T05:00:00Z,NA,1915,SRID=2272;POINT(2690914.92484287 251890.101385702),2410 W LEHIGH AVE,11.002099841204238
1,3,900,840,76000,2024-12-09T05:00:00Z,NA,1920,SRID=2272;POINT(2675845.76149977 224684.417174411),6354 THEODORE ST,11.238488619268468
1,3,1160,1226,92876,2024-12-09T05:00:00Z,NA,1940,SRID=2272;POINT(2707666.08307178 263640.83969367),5070 F ST,11.439020549122256
1,3,1263,831,115000,2024-10-25T04:00:00Z,N,1940,SRID=2272;POINT(2689533.05100538 255555.163119379),3263 N DOVER ST,11.652687407345388
1,2,676,585,163000,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2696420.77609228 229108.413777382),537 TITAN ST,12.0015054797889
1,1,672,1867,120000,2024-12-20T05:00:00Z,Y,1925,SRID=2272;POINT(2714352.83156797 257593.735474141),4276 ORCHARD ST,11.695247021764184
1,3,1154,1301,163000,2024-10-29T04:00:00Z,N,1925,SRID=2272;POINT(2696155.36452616 272739.839051611),6432 OGONTZ AVE,12.0015054797889
2,3,1800,552,450000,2024-12-17T05:00:00Z,Y,2025,SRID=2272;POINT(2703178.84117948 246642.334949661),2306 COLLINS ST,13.017002861746503
1,3,1038,910,184000,2024-12-20T05:00:00Z,N,1940,SRID=2272;POINT(2691724.64096064 254077.273198508),3060 N 23RD ST,12.122691036591123
1,2,1515,1,595000,2024-12-24T05:00:00Z,Y,2006,SRID=2272;POINT(2699550.00628485 237170.286013833),122-30 NEW ST,13.296316684527767
1,3,1088,1408,235000,2024-12-16T05:00:00Z,N,1945,SRID=2272;POINT(2726220.87496867 267702.031697823),3516 WELLINGTON ST,12.367340793126296
3,3,1344,1463,277000,2024-10-10T04:00:00Z,Y,1940,SRID=2272;POINT(2697936.94547405 262592.180812917),4712 N CAMAC ST,12.531772785169476
1,3,1610,1280,35000,2024-12-31T05:00:00Z,NA,1915,SRID=2272;POINT(2687049.93165796 250317.314631927),3215 W DAUPHIN ST,10.46310334047155
1,3,1248,840,280000,2024-12-17T05:00:00Z,Y,2024,SRID=2272;POINT(2688567.66106898 245815.987963193),1532 N MARSTON ST,12.542544882151386
1,2,1120,853,92000,2024-01-30T05:00:00Z,N,1920,SRID=2272;POINT(2699291.16335934 249242.610464592),2403 N REESE ST,11.429543856031177
1,3,984,665,225000,2024-08-28T04:00:00Z,N,1925,SRID=2272;POINT(2693616.86737693 223461.933867745),2545 S ALDER ST,12.323855681186558
1,3,984,686,95000,2024-12-11T05:00:00Z,Y,1925,SRID=2272;POINT(2693793.50300658 223188.828887601),2614 S HUTCHINSON ST,11.461632170582678
2,4,1544,1610,165000,2024-12-02T05:00:00Z,NA,1925,SRID=2272;POINT(2696020.14249807 275773.072789936),6945 OGONTZ AVE,12.013700752882718
1,3,1068,742,52500,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2705878.08259243 252289.144641337),668 E CLEMENTINE ST,10.868568448579715
0,0,1200,1864,180000,2024-12-20T05:00:00Z,N,1955,SRID=2272;POINT(2712392.28152892 273975.167532092),6751 MARTINS MILL RD,12.100712129872347
1,2,1020,770,585000,2024-12-11T05:00:00Z,Y,1925,SRID=2272;POINT(2687961.20639555 233387.503046421),627 S LECOUNT ST,13.279367126213993
1,2,896,2203,225000,2024-12-19T05:00:00Z,Y,1950,SRID=2272;POINT(2708647.52377846 271906.532571979),6034 NEWTOWN AVE,12.323855681186558
2,3,1158,1140,246000,2024-10-04T04:00:00Z,N,1915,SRID=2272;POINT(2695240.94949724 272133.469900945),6321 N WOODSTOCK ST,12.4130868149145
0,0,2244,1424,800000,2024-12-30T05:00:00Z,N,1915,SRID=2272;POINT(2698011.76508234 230919.799654599),244 CATHARINE ST,13.592367006650065
1,3,1070,948,250000,2024-12-31T05:00:00Z,Y,1925,SRID=2272;POINT(2694275.91008917 223778.077500462),2449 S 9TH ST,12.429216196844383
1,3,1046,743,78000,2024-12-31T05:00:00Z,NA,1935,SRID=2272;POINT(2703409.69619483 251357.718941635),252 E CAMBRIA ST,11.26446410567173
1,3,900,795,55000,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2705331.96286011 252489.831859038),3126 E ST,10.915088464214607
2,4,1998,1005,115000,2024-11-04T05:00:00Z,N,1915,SRID=2272;POINT(2694128.8505671 251135.110818042),2620 N 17TH ST,11.652687407345388
2,4,1556,1240,85000,2024-11-13T05:00:00Z,Y,1940,SRID=2272;POINT(2695278.1730863 257827.585135249),3812 N SMEDLEY ST,11.350406535472453
1,3,1120,672,85000,2024-12-31T05:00:00Z,N,1920,SRID=2272;POINT(2692986.4539033 250739.261019934),2523 N OPAL ST,11.350406535472453
3,3,1903,1454,595000,2024-12-28T05:00:00Z,Y,2017,SRID=2272;POINT(2703849.24499934 245953.102455229),2343 E GORDON ST,13.296316684527767
1,3,1280,1082,220000,2024-12-30T05:00:00Z,N,1950,SRID=2272;POINT(2722844.82007019 264413.779517982),4133 ELBRIDGE ST,12.301382825334498
0,0,1728,972,702000,2024-11-15T05:00:00Z,Y,1988,SRID=2272;POINT(2692657.04714715 240371.085358942),562 N 17TH ST,13.461688683007948
1,3,1360,1897,240000,2024-12-31T05:00:00Z,N,1955,SRID=2272;POINT(2747611.77111036 289325.098380833),3739 WESTHAMPTON DR,12.388394202324129
1,3,1360,1894,285000,2024-12-17T05:00:00Z,Y,1966,SRID=2272;POINT(2741921.17514357 285035.714307408),3527 CHALFONT DR,12.560244459250788
1,2,896,980,85000,2024-12-31T05:00:00Z,N,1920,SRID=2272;POINT(2703478.60278426 254941.872747029),3513 A ST,11.350406535472453
1,3,1280,1125,135000,2024-12-23T05:00:00Z,N,1920,SRID=2272;POINT(2706788.96864448 254199.232545604),3439 G ST,11.813030057420567
1,3,1024,1870,106000,2024-11-20T05:00:00Z,NA,1955,SRID=2272;POINT(2667553.5080016 244190.189460515),937 N 68TH ST,11.571194373094205
1,4,1710,2428,180000,2024-12-19T05:00:00Z,NA,1920,SRID=2272;POINT(2670692.91082458 233990.244150077),6041 WASHINGTON AVE,12.100712129872347
1,3,1308,1472,36000,2024-11-27T05:00:00Z,N,1925,SRID=2272;POINT(2696741.91991071 274248.080591993),6727 N GRATZ ST,10.491274217438248
1,2,780,585,247000,2024-12-27T05:00:00Z,N,1925,SRID=2272;POINT(2693113.42637559 227732.542323361),1632 S ISEMINGER ST,12.417143615610113
1,2,920,840,295750,2024-12-16T05:00:00Z,Y,1875,SRID=2272;POINT(2704767.7641641 248216.943315976),2627 MARTHA ST,12.597269781840634
1,3,1080,700,85000,2024-12-31T05:00:00Z,N,1920,SRID=2272;POINT(2693032.42913091 250703.951180868),2518 N GARNET ST,11.350406535472453
2,3,1242,1240,260000,2024-09-05T04:00:00Z,Y,1920,SRID=2272;POINT(2672153.51708109 234771.415797359),5822 CATHARINE ST,12.468436909997665
1,2,924,840,85000,2024-12-31T05:00:00Z,N,1939,SRID=2272;POINT(2694544.36106978 255674.752562056),3422 N BOUVIER ST,11.350406535472453
1,3,1208,984,188000,2024-12-31T05:00:00Z,NA,1925,SRID=2272;POINT(2687716.85360302 230069.498650707),2422 WHARTON ST,12.144197241812087
2,4,1320,1380,135000,2024-12-30T05:00:00Z,NA,1930,SRID=2272;POINT(2694765.80724656 256916.914787921),1727 W PACIFIC ST,11.813030057420567
1,3,1440,918,74200,2024-12-19T05:00:00Z,N,1925,SRID=2272;POINT(2670929.87553094 243156.294660488),1446 N 62ND ST,11.214519429155471
1,3,1044,660,85000,2024-12-31T05:00:00Z,NA,1915,SRID=2272;POINT(2693122.42286187 249024.022480917),2222 N GRATZ ST,11.350406535472453
1,3,1068,1346,110000,2024-12-07T05:00:00Z,NA,1920,SRID=2272;POINT(2691984.72178253 266501.838396495),257 E PENN ST,11.608235644774552
1,3,1064,713,40000,2024-12-30T05:00:00Z,N,1920,SRID=2272;POINT(2705500.46643995 252472.566836813),612 E LIPPINCOTT ST,10.596634733096073
2,2,1095,4738,875000,2024-12-17T05:00:00Z,Y,2023,SRID=2272;POINT(2679958.53983412 281330.442756364),8610 EVERGREEN PL,13.681979165339751
2,5,2404,3000,435000,2024-12-10T05:00:00Z,N,1900,SRID=2272;POINT(2686589.40319166 263933.153576699),5835 WISSAHICKON AVE,12.983101310070822
1,3,1110,750,73000,2024-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2706253.84503935 252994.906682357),728 E MADISON ST,11.198214720130528
1,3,864,616,66950,2024-12-20T05:00:00Z,NA,1935,SRID=2272;POINT(2705429.85829122 254208.421748731),3426 HARTVILLE ST,11.111701351119319
1,3,1420,1412,380000,2024-12-23T05:00:00Z,Y,1930,SRID=2272;POINT(2679860.15402295 259627.694787782),127 KALOS ST,12.84792653170257
2,3,1026,1231,225000,2024-12-27T05:00:00Z,Y,1920,SRID=2272;POINT(2673256.69789667 243285.603299478),1412 N 57TH ST,12.323855681186558
2,3,1368,3600,340000,2024-12-27T05:00:00Z,Y,1958,SRID=2272;POINT(2736206.1393656 275602.212658529),3813 LINDEN AVE,12.736700896592344
2,3,1508,960,825000,2024-12-31T05:00:00Z,Y,1925,SRID=2272;POINT(2690145.57642807 232312.229186872),2009 CATHARINE ST,13.623138665316818
1,3,1128,895,330000,2024-12-20T05:00:00Z,NA,1925,SRID=2272;POINT(2687086.07658602 243685.2372428),3011 POPLAR ST,12.706847933442663
1,1,940,1,342500,2024-12-09T05:00:00Z,Y,1980,SRID=2272;POINT(2697150.94179927 233931.365938422),241 S 6TH ST,12.744026936684417
2,3,2580,1733,408000,2024-12-30T05:00:00Z,NA,1930,SRID=2272;POINT(2680955.49975565 237023.959268866),111 S 43RD ST,12.9190224533863
1,3,1158,1038,164900,2024-12-31T05:00:00Z,N,1940,SRID=2272;POINT(2700472.16150807 257841.296232739),3935 N REESE ST,12.01309450854769
1,3,1200,1161,42500,2024-05-14T04:00:00Z,N,1940,SRID=2272;POINT(2700288.57999374 257781.661082463),3925 N FAIRHILL ST,10.657259354912508
1,3,1165,1170,163000,2024-12-26T05:00:00Z,N,1925,SRID=2272;POINT(2674251.28437894 242070.471420134),5538 CAMBRIDGE ST,12.0015054797889
2,4,1653,900,380000,2024-12-18T05:00:00Z,N,1920,SRID=2272;POINT(2700895.88782557 245431.318914792),168 W MONTGOMERY AVE,12.84792653170257
2,3,1280,3864,325000,2024-12-31T05:00:00Z,N,1961,SRID=2272;POINT(2720061.5591942 274893.445372998),1839 OAKMONT ST,12.691580461311874
2,4,2293,1252,550000,2024-12-20T05:00:00Z,Y,1915,SRID=2272;POINT(2695434.07998236 240059.379815165),1105 GREEN ST,13.217673557208654
2,4,3067,12607,818000,2024-12-20T05:00:00Z,Y,2008,SRID=2272;POINT(2733637.35824354 292438.183646185),10601 SAINT THOMAS DR,13.614617615584883
1,4,1620,1474,340000,2024-12-19T05:00:00Z,Y,1900,SRID=2272;POINT(2678596.43255163 261099.556786478),173 EAST ST,12.736700896592344
3,5,3045,6400,700000,2024-12-20T05:00:00Z,N,1925,SRID=2272;POINT(2683407.29157344 269556.291555573),643 WESTVIEW AVE,13.458835614025542
2,3,1322,1460,271000,2024-12-19T05:00:00Z,Y,1940,SRID=2272;POINT(2699894.15389397 264501.30004511),825 LINDLEY AVE,12.509874099861838
2,2,903,430,397500,2024-12-26T05:00:00Z,Y,1920,SRID=2272;POINT(2697868.86704107 232179.53579157),313 KATER ST,12.892950213076524
3,3,1320,1065,249900,2024-12-24T05:00:00Z,N,1925,SRID=2272;POINT(2673106.93751072 234781.750393374),5645 CATHARINE ST,12.428816116823043
1,3,1220,940,200000,2024-12-20T05:00:00Z,Y,1940,SRID=2272;POINT(2717781.00517499 264226.954798131),5745 LEONARD ST,12.206072645530174
1,4,1696,2000,385000,2024-12-13T05:00:00Z,Y,1909,SRID=2272;POINT(2679209.10076387 232536.928854056),4819 KINGSESSING AVE,12.86099861326992
4,6,2283,1815,593000,2024-07-07T04:00:00Z,NA,1925,SRID=2272;POINT(2679782.70940513 236464.326776425),4509 LOCUST ST,13.292949677979863
1,3,1530,1305,160000,2024-12-20T05:00:00Z,NA,1925,SRID=2272;POINT(2678424.73198298 240020.111635329),4817 FAIRMOUNT AVE,11.982929094215963
1,3,1350,1792,185000,2024-12-30T05:00:00Z,Y,1920,SRID=2272;POINT(2719269.21663079 254042.72574842),4540 RICHMOND ST,12.128111104060462
1,3,1152,1365,240000,2024-12-18T05:00:00Z,Y,1955,SRID=2272;POINT(2729060.84598038 269178.038588255),3558 MERIDIAN ST,12.388394202324129
1,3,1472,1607,268000,2024-12-16T05:00:00Z,N,1953,SRID=2272;POINT(2726691.71953027 268615.561520501),3435 RYAN AVE,12.498742259492994
1,2,1200,1500,360000,2024-12-13T05:00:00Z,N,1939,SRID=2272;POINT(2684224.17796304 257902.469629713),3616 FISK AVE,12.793859310432293
